waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
2,30094338421,23.793,6,0.0,0.985,laggard_gpu_busy,gemm=11.0ms;elementwise=6.6ms;moe_permute=2.8ms,backward|recompute
2,30136705898,28.631,6,0.0,1.021,laggard_gpu_busy,gemm=13.0ms;elementwise=7.9ms;moe_permute=2.9ms,backward|moe|recompute
2,30277351340,58.657,0,0.0,0.007,laggard_gpu_idle(host),hybridep_meta=0.3ms;other=0.1ms,backward|moe|hybridep_dispatch|recompute
2,30368885463,1490.827,6,0.0,0.01,laggard_gpu_idle(host),gemm=8.2ms;moe_permute=3.2ms;elementwise=2.3ms,backward|moe|recompute
2,31900062205,21.61,6,0.0,1.031,laggard_gpu_busy,gemm=16.8ms;moe_permute=3.3ms;cat_copy=2.1ms,backward|attention|recompute|dsa_indexer
2,32055395273,20.346,4,0.0,1.029,laggard_gpu_busy,gemm=9.0ms;elementwise=6.3ms;moe_permute=2.7ms,backward|recompute
2,32097789406,24.202,4,0.0,1.026,laggard_gpu_busy,gemm=12.9ms;elementwise=4.7ms;moe_permute=2.8ms,backward|moe|recompute
2,32251832548,16.392,5,0.0,1.016,laggard_gpu_busy,elementwise=6.5ms;gemm=6.4ms;moe_permute=3.0ms,backward|recompute
2,32296328323,19.724,5,0.0,1.035,laggard_gpu_busy,gemm=12.7ms;moe_permute=3.0ms;activation=2.8ms,backward|moe|recompute
2,32452496276,16.604,0,0.0,1.018,laggard_gpu_busy,gemm=6.6ms;elementwise=6.5ms;moe_permute=2.8ms,backward|moe|recompute
2,32496447921,20.312,0,0.0,1.03,laggard_gpu_busy,gemm=13.2ms;moe_permute=3.0ms;activation=2.7ms,backward|moe|recompute
2,32867182903,5.42,1,0.001,1.012,laggard_gpu_busy,moe_permute=2.9ms;gemm=2.6ms;hybridep_meta=0.0ms,backward|moe|recompute
2,32912656539,7.147,1,0.001,1.005,laggard_gpu_busy,gemm=4.3ms;moe_permute=2.8ms;hybridep_meta=0.0ms,backward|moe|recompute
2,33032181459,192.4,5,0.0,0.002,laggard_gpu_idle(host),hybridep_meta=0.4ms;other=0.1ms,backward|moe|hybridep_dispatch|recompute
2,33251347584,11.531,3,0.0,1.027,laggard_gpu_busy,gemm=6.7ms;moe_permute=2.8ms;elementwise=1.6ms,backward|moe|recompute
