layer,gpu,start_ns,wall_ms
layer:44,4,19536244582,118.132
layer:44,5,6172877200,86.589
layer:44,5,19536608326,117.987
layer:44,6,6173032628,87.18
layer:44,6,19536278263,118.015
layer:44,7,6172984680,87.911
layer:44,7,19536243553,118.337
layer:45,0,6259134234,85.401
layer:45,0,19308601970,139.468
layer:45,1,6260818138,84.564
layer:45,1,19309352780,138.795
layer:45,2,6260004531,85.735
layer:45,2,19309098924,138.998
layer:45,3,6260744173,85.057
layer:45,3,19309912264,138.444
layer:45,4,6260635153,85.875
layer:45,4,19309177436,138.918
layer:45,5,6259623423,86.638
layer:45,5,19309348267,139.049
layer:45,6,6260375443,85.466
layer:45,6,19309247512,138.711
layer:45,7,6261051170,85.178
layer:45,7,19309271656,138.933
layer:46,0,6344669128,77.859
layer:46,0,19085653349,118.061
layer:46,1,6345516567,77.014
layer:46,1,19086590901,117.771
layer:46,2,6345881278,76.791
layer:46,2,19086365079,117.658
layer:46,3,6345940590,77.414
layer:46,3,19086566849,117.862
layer:46,4,6346670185,76.841
layer:46,4,19086513772,117.639
layer:46,5,6346415581,76.926
layer:46,5,19086672307,117.698
layer:46,6,6345997599,77.927
layer:46,6,19086422470,117.624
layer:46,7,6346366732,76.038
layer:46,7,19086752572,117.317
layer:47,0,6422660039,154.36
layer:47,0,18861895119,121.176
layer:47,1,6422665363,155.348
layer:47,1,18862679981,120.854
layer:47,2,6422820017,155.767
layer:47,2,18862502883,121.175
layer:47,3,6423497524,155.419
layer:47,3,18862755508,120.959
layer:47,4,6423661189,153.815
layer:47,4,18862661363,121.178
layer:47,5,6423491069,154.562
layer:47,5,18862810504,121.207
layer:47,6,6424070272,153.514
layer:47,6,18862971800,121.44
layer:47,7,6422543032,155.896
layer:47,7,18862687378,120.86
layer:48,0,6577152887,84.031
layer:48,0,18631230513,118.471
layer:48,1,6578149282,82.369
layer:48,1,18632170587,118.171
layer:48,2,6578731094,83.417
layer:48,2,18631948650,118.032
layer:48,3,6579061794,82.768
layer:48,3,18632459449,117.88
layer:48,4,6577641008,83.703
layer:48,4,18632122724,117.879
layer:48,5,6578213659,91.228
layer:48,5,18632601551,117.948
layer:48,6,6577739392,83.983
layer:48,6,18632115161,117.99
layer:48,7,6578594927,82.205
layer:48,7,18632017464,117.966
layer:49,0,6661322877,88.905
layer:49,0,18415695162,117.318
layer:49,1,6660652469,89.436
layer:49,1,18416717824,116.856
layer:49,2,6662299581,87.357
layer:49,2,18416252528,117.03
layer:49,3,6661966758,88.686
layer:49,3,18416491965,117.096
layer:49,4,6661492628,88.889
layer:49,4,18416510186,117.004
layer:49,5,6669594143,81.302
layer:49,5,18416652611,117.034
layer:49,6,6661866367,88.805
layer:49,6,18416475981,116.853
layer:49,7,6660944330,89.761
layer:49,7,18416559797,116.845
layer:50,0,6750359488,83.418
layer:50,0,18151475691,118.002
layer:50,1,6750239475,84.154
layer:50,1,18152294491,117.811
layer:50,2,6749806225,84.226
layer:50,2,18152421147,117.536
layer:50,3,6750788882,83.517
layer:50,3,18152295798,117.7
layer:50,4,6750532488,82.654
layer:50,4,18152164439,117.667
layer:50,5,6751038978,82.797
layer:50,5,18152286446,118.106
layer:50,6,6750820858,82.617
layer:50,6,18152149667,117.9
layer:50,7,6750844486,83.281
layer:50,7,18152070496,117.864
layer:51,0,6833917080,171.775
layer:51,0,17936453057,123.201
layer:51,1,6834524435,171.95
layer:51,1,17937235294,122.945
layer:51,2,6834176099,174.191
layer:51,2,17937001004,123.174
layer:51,3,6834450759,174.25
layer:51,3,17937303928,123.054
layer:51,4,6833351300,187.574
layer:51,4,17937280518,123.184
layer:51,5,6833977880,172.989
layer:51,5,17937411380,123.077
layer:51,6,6833590623,175.667
layer:51,6,17937247344,123.131
layer:51,7,6834275805,172.823
layer:51,7,17937139436,123.263
layer:52,0,7005826766,79.106
layer:52,0,17704834952,114.958
layer:52,1,7006611591,78.674
layer:52,1,17705393818,115.055
layer:52,2,7008515327,76.877
layer:52,2,17705227057,115.117
layer:52,3,7008839130,77.567
layer:52,3,17705506315,114.968
layer:52,4,7021081531,65.453
layer:52,4,17705486858,115.177
layer:52,5,7007117431,78.562
layer:52,5,17705629376,114.79
layer:52,6,7009404358,76.967
layer:52,6,17705553886,114.869
layer:52,7,7007342582,77.691
layer:52,7,17705360375,115.04
layer:53,0,7085073446,88.906
layer:53,0,17488738829,116.701
layer:53,1,7085418375,88.719
layer:53,1,17489608386,116.032
layer:53,2,7085545612,89.96
layer:53,2,17489685796,115.979
layer:53,3,7086547088,88.172
layer:53,3,17489923533,115.701
layer:53,4,7086688183,88.359
layer:53,4,17489945902,115.776
layer:53,5,7085838228,88.6
layer:53,5,17490010462,115.875
layer:53,6,7086526614,88.385
layer:53,6,17490645768,115.175
layer:53,7,7085175545,89.903
layer:53,7,17489770591,115.941
layer:54,0,7174116060,83.382
layer:54,0,17236110836,119.401
layer:54,1,7174282056,83.326
layer:54,1,17236364228,118.973
layer:54,2,7175649520,82.386
layer:54,2,17236168789,119.249
layer:54,3,7174863167,83.537
layer:54,3,17236479101,118.892
layer:54,4,7175210821,82.405
layer:54,4,17236646198,119.176
layer:54,5,7174590571,83.018
layer:54,5,17236585023,119.4
layer:54,6,7175052438,82.862
layer:54,6,17236625929,118.956
layer:54,7,7175225738,82.48
layer:54,7,17236273158,119.085
layer:55,0,7257632355,165.887
layer:55,0,17012949419,119.173
